2,34.69085,5.29003,21.1,36,5.4,2.54,3.36,0.0,0.0,
2,34.69085,5.29003,11.1,54.1,2.1,1.52,138.34,0.0,2.73,
2,34.69085,5.29003,5.4,65.8,-0.4,1.21,135.78,0.0,0.08, 
2,34.69085,5.29003,13.9,56.1,5.3,1.56,218.7,0.0,0.0,
2,34.69085,5.29003,22.3,32.4,5,1.23,270.73,0.0,0.0,
2,34.69085,5.29003,10.1,49.4,0.8,3.89,195.6,0.0,3.6,
2,34.69085,5.29003,8.9,54.1,0.1,1.96,164.52,0.0,0.08,
2,34.69085,5.29003,13.7,49.2,3.2,1.85,232.74,0.0,0.0,
2,34.69085,5.29003,19.1,31.1,1.6,0.72,349.42,0.0,0.0,
2,34.69085,5.29003,18.1,32.8,1.5,1.18,131.26,0.0,3.65,
2,34.69085,5.29003,15.1,34.4,-0.4,1.35,126.54,0.0,0.08,
2,34.69085,5.29003,16.3,48.6,5.4,1.21,231.28,0.0,0.0,
2,34.69085,5.29003,19.4,35.9,3.9,0.8,26.06,0.0,0.0,
2,34.69085,5.29003,13.2,47.2,2.2,1.62,166.9,0.0,3.88,
2,34.69085,5.29003,11.5,20.2,1.9,1.57,165.62,0.0,0.08,
2,34.69085,5.29003,14.4,49,3.8,1.75,228.07,0.0,0.0,
2,34.69085,5.29003,21.2,38.4,6.4,0.45,18.12,0.0,0.0,
2,34.69085,5.29003,13.5,51.6,3.7,2.31,171.24,0.0,3.7,
2,34.69085,5.29003,10.1,65.5,3.9,02.02,130.6,0.0,0.08,
2,34.69085,5.29003,15.4,60.7,7.8,1.19,180.0,0.0,0.0,
2,34.69085,5.29003,23.2,35.7,7.1,0.84,85.19,0.0,0.0,
2,34.69085,5.29003,14.8,49.4,4.3,1.24,144.21,0.0,2.33,
2,34.69085,5.29003,7.8,65.9,1.8,02.08,145.54,0.0,0.08,
2,34.69085,5.29003,13.6,62.3,6.5,1.25,176.42,0.0,0.0,
2,34.69085,5.29003,23,34.9,6.6,01.08,113.96,0.0,0.0,
2,34.69085,5.29003,19.3,46.3,7.4,3.94,134.36,0.0,3.33,
2,34.69085,5.29003,16.1,56.6,7.4,04.08,131.66,0.0,0.05,
2,34.69085,5.29003,18.4,58.9,10.2,2.56,154.37,0.01,0.0,
2,34.69085,5.29003,23.3,34.9,6.9,5.55,124.79,0.01,0.0,
2,34.69085,5.29003,11.1,62.5,4.2,3.69,91.7,0.24,1.1,
2,34.69085,5.29003,7.2,69.3,1.9,1.96,5.71,0.09,0.02,
2,34.69085,5.29003,14.1,59.7,6.3,4.59,0.0,0.07,0.0,
2,34.69085,5.29003,22.7,36.1,6.9,2.24,30.59,0.03,0.0,
2,34.69085,5.29003,10.9,63.2,4.1,06.03,85.17,0.05,1.83,
2,34.69085,5.29003,14.8,58.4,6.7,03.05,65.34,0.03,0.05,
2,34.69085,5.29003,17.1,46.9,6.5,3.2,71.79,0.0,0.0,
2,34.69085,5.29003,21.9,32.2,4.5,2.84,49.24,0.0,0.0,
2,34.69085,5.29003,15.4,44.6,3.4,6.37,97.89,0.0,3.55,
2,34.69085,5.29003,13.5,43.2,1.2,1.47,103.22,0.0,0.08,
2,34.69085,5.29003,15.8,46.4,4.3,1.64,103.77,0.0,0.0,
2,34.69085,5.29003,18.9,34.4,2.8,0.91,39.05,0.0,0.0,
2,34.69085,5.29003,12.1,38.3,-0.8,2.24,82.97,0.0,4.17,
2,34.69085,5.29003,8.9,47.9,-1.5,1.38,118.74,0.0,0.12,
2,34.69085,5.29003,10.7,52.6,1.4,0.77,119.67,0.0,0.0,
2,34.69085,5.29003,16.5,37.8,1.1,01.08,39.7,0.0,0.0,
2,34.69085,5.29003,4.4,66.8,-1.2,2.43,107.62,0.0,4.15,
2,34.69085,5.29003,1.1,71.3,-3.5,1.71,116.68,0.0,0.1,
2,34.69085,5.29003,8.7,54.4,30.12,1.11,294.94,0.0,0.0,
2,34.69085,5.29003,16.4,35.5,1.1,1.39,38.61,0.0,0.0,
2,34.69085,5.29003,4.8,62.5,-1.7,2.31,111.62,0.0,4.12,
2,34.69085,5.29003,31.12,70.8,-3.6,1.34,137.59,0.0,0.1,
2,34.69085,5.29003,9.3,49.8,-0.6,1.16,144.06,0.0,0.0,
2,34.69085,5.29003,18.8,31.8,1.6,1.1,26.02,0.0,0.0,
2,34.69085,5.29003,4.8,60.4,-2.2,3.53,116.28,0.0,4.1,
2,34.69085,5.29003,31.12,67.5,-4.3,1.84,116.78,0.0,0.12,
2,34.69085,5.29003,9.6,54.2,0.8,1.67,92.14,0.0,0.0,
2,34.69085,5.29003,19.9,25.8,-0.2,02.09,85.72,0.0,0.0,
2,34.69085,5.29003,5.3,46.6,-5.1,6.12,109.48,0.0,3.9,
2,34.69085,5.29003,2.3,55.6,-5.6,3.3,119.17,0.0,0.12,
2,34.69085,5.29003,10.8,45.8,-0.3,3.41,100.97,0.0,0.0,
2,34.69085,5.29003,21.1,22.1,-1.3,2.11,85.97,0.01,0.0,
