1,34.79507,5.611072,8.7,59.8,1.3,1.5,19.75,0.0,0.0,
1,34.79507,5.611072,14.8,43.2,2.4,2.38,61.84,0.0,0.12,
1,34.79507,5.611072,11.9,45.5,0.5,3.24,223.73,0.0,3.0, 
1,34.79507,5.611072,8.2,52.9,-0.8,1.21,204.08,0.0,0.0,
1,34.79507,5.611072,6,58.3,-1.5,0.83,119.48,0.0,0.0,
1,34.79507,5.611072,14.1,40.9,1,3.21,107.29,0.0,0.15,
1,34.79507,5.611072,11.9,43.7,0,2.55,197.1,0.0,3.27,
1,34.79507,5.611072,7.8,51.8,-1.4,1.27,146.8,0.0,0.0,
1,34.79507,5.611072,6.9,54.4,-1.6,1.27,73.23,0.0,0.0,
1,34.79507,5.611072,15.6,40,2,1.26,90.36,0.0,0.15,
1,34.79507,5.611072,12.9,39.7,-0.4,2.37,177.17,0.0,3.3,
1,34.79507,5.611072,8.3,48.2,-1.9,1.32,140.54,0.0,0.0,
1,34.79507,5.611072,7.3,54,-1.3,1.49,82.46,0.0,0.0,
1,34.79507,5.611072,17.4,34.4,1.5,1.25,92.86,0.0,0.17,
1,34.79507,5.611072,14.3,30.8,-2.6,3.33,168.35,0.0,3.48,
1,34.79507,5.611072,9.1,37.5,-4.6,1.79,127.92,0.0,0.0,
1,34.79507,5.611072,8.4,46.6,-2.3,1.58,103.42,0.0,0.0,
1,34.79507,5.611072,16.7,31.8,-0.1,1.25,101.17,0.0,0.17,
1,34.79507,5.611072,14,31.7,-2.5,2.9,180.31,0.0,03.02,
1,34.79507,5.611072,10.8,40,-2.2,1.43,117.96,0.0,0.0,
1,34.79507,5.611072,9.4,47.3,-1.2,1.48,99.11,0.0,0.0,
1,34.79507,5.611072,15.7,39.8,2,1.22,118.7,0.0,0.08,
1,34.79507,5.611072,13.9,37.8,-0.2,3.15,183.27,0.0,2.48,
1,34.79507,5.611072,10.6,39.6,-2.5,1.99,119.58,0.0,0.0,
1,34.79507,5.611072,10,46.6,-0.8,1.64,105.16,0.0,0.0,
1,34.79507,5.611072,19.2,29,0.7,2.97,120.21,0.0,0.15,
1,34.79507,5.611072,18.5,24.7,-2,6.23,149.06,0.0,2.38,
1,34.79507,5.611072,20,20.9,-3,4.97,106.98,0.0,0.0,
1,34.79507,5.611072,18.8,24.6,-1.8,7.23,129.61,0.01,0.0,
1,34.79507,5.611072,19.7,31.4,2.2,7.42,121.08,0.05,0.02,
1,34.79507,5.611072,20,29.1,1.4,4.3,128.95,0.15,0.73,
1,34.79507,5.611072,20.5,27,0.8,1.11,116.75,0.06,0.0,
1,34.79507,5.611072,19,35.6,3.4,2.95,65.27,0.03,0.0,
1,34.79507,5.611072,21.7,30.8,3.7,5.95,112.56,0.0,0.08,
1,34.79507,5.611072,18.5,39,4.2,4.11,128.52,0.0,2.2,
1,34.79507,5.611072,15.1,43.1,2.6,01.01,129.98,0.0,0.0,
1,34.79507,5.611072,12,52.2,2.5,1.5,68.36,0.0,0.0,
1,34.79507,5.611072,20.1,42.1,6.8,3.46,77.88,0.0,0.15,
1,34.79507,5.611072,16.7,46.2,5,4.32,142.49,0.0,03.08,
1,34.79507,5.611072,13.5,59.4,5.7,1.11,125.58,0.0,0.0,
1,34.79507,5.611072,10.4,73.4,5.8,0.81,85.01,0.0,0.0,
1,34.79507,5.611072,17.6,55.6,8.6,1.48,352.13,0.0,0.25,
1,34.79507,5.611072,15.5,51.4,5.5,3.32,199.5,0.0,3.73,
1,34.79507,5.611072,12,64.2,5.4,1.24,159.74,0.0,0.0,
1,34.79507,5.611072,9.6,74.2,5.2,0.65,87.93,0.0,0.0,
1,34.79507,5.611072,17.8,53.7,8.2,1.36,91.97,0.0,0.25,
1,34.79507,5.611072,15.5,54.4,6.3,3.43,173.73,0.0,3.65,
1,34.79507,5.611072,11.5,66,5.3,0.41,172.33,0.0,0.0,
1,34.79507,5.611072,11,68.7,5.4,01.09,64.17,0.0,0.0,
1,34.79507,5.611072,18.4,52.9,8.6,1.8,96.97,0.0,0.27,
1,34.79507,5.611072,15.7,54.7,6.6,3.3,180.27,0.0,3.8,
1,34.79507,5.611072,11.3,67,5.4,1.16,139.9,0.0,0.0,
1,34.79507,5.611072,10.6,70.9,5.5,1.4,85.21,0.0,0.0,
1,34.79507,5.611072,18.5,50.1,7.9,2.18,111.61,0.0,0.27,
1,34.79507,5.611072,16.1,44,3.8,3.76,158.4,0.0,3.55,
1,34.79507,5.611072,13.1,53.7,3.9,1.46,122.07,0.0,0.0,
1,34.79507,5.611072,10.6,71.7,5.7,2.12,106.5,0.0,0.0,
1,34.79507,5.611072,17,54.9,7.8,3.82,112.58,0.0,0.25,
1,34.79507,5.611072,17.1,44.6,4.9,5.87,137.7,0.0,3.17,
1,34.79507,5.611072,15.1,56.5,6.5,2.61,115.34,0.0,0.0,
1,34.79507,5.611072,10.9,71.4,5.9,2.47,111.3,0.0,0.0,
1,34.79507,5.611072,19.3,43.3,6.5,3.18,127.21,0.0,0.3,
